document_id,clean_text,sentiment
823,rated 1010,neutral
827,whole theatre goes mad on this one the interval block action sequence is real jaw dropping one even though we can guess this one but cant guess the scalesecond half starts with bit slow flashback but it picks up to the peak immediately second half has more sentiments and more screen space for rc rc outshines ntr in lot of places all the action blocks are gravity defying but enjoyable after credit janta song has cameo from rajamouli when the movie ends it was like completing the festival celebrationexceeding expectations in all aspects,neutral
828,im not a native telugu speaking audience so the first time i was exposed to ss rajamouli was when i saw eega that movie also i watched because i heard that ajay devgan was dubbing for the film from that day to this day you can say im a fanboyrrr bleeds ss rajamouli in every frame from the action to dance to the most mundain dilogue it has what i call rajamouli pitch to the film the filmis three hours long but it never feel like itthe editing and cinematography is awesome the only bad thing about the film is the songs are not as good as his favourite filmsthe film is casted perfectly ram charan has played his most wonderful character ntr has restraint yet powerful presence to the film alia bhatt is graceful all the foreign actors are well casted special mention to the olivia moris ajay devgan is awesome even in a limited screen presence i would be tempted to say he outperormed both the heros of the filmthe best thing about the film though is the action choreography and it was expected to be good but that have surpassed my expectations same goes with visual effectsthe action set peieces were meticulously planned and perfectly excutedthe film will leave you with a wow and it will touch your heart one way or anotherone of the most wonderful films i have seen in past few years,positive
829,rrrs strengths are easily worth suspending a little disbelief though no more than the average blockbuster and accepting the style of acting if you can get past that and if the violence isnt too much for you youre in for a treatthere is so much more heart in this movie than anything ive seen for a long while its nice to see a movie employ slow motion to convey emotion rather than try to magnify action but more than the great camera work and fantastic music this movie sounds tremendous rrr knows how to setup a story from the very beginning screentime is being used to setup payoffs lateri can see the violence being an issue for some though rrr is not nearly as gory as many films but it can feel brutal at timesenough that i cant really call this a family filmone of the best films ive seen excellent,positive
830,the action scenes were just as badass its so hilariously ridiculous and stupid that i loved it its basically a superhero movie the two actors were also the important part that made these scenes entertaining the story itself was not bad even though it dragged so much during the middle part,negative
831,this might be uncultured but i usually struggle to watch films with are subtitled or dubbed this film completely broke that precedent as i loved every minute of it the characters the action the dancing the emotion everything was larger than life wellexecuted and mesmerizingthere were elements in this movie that i have never seen before and left me with my jaw on the floor the film is three hours long but every scene was necessary and added to the emotional depth of the story the highlight of this film is the incredible chemistry and relationship between the two leads the instant rapport and harmony between ram and bheem is inspiring which makes some of the later moments so poignantas a whole rrr is overthetop and big but also subtle and real in one moment i would be grinning ear to ear in the next i was crying and in the next i was gasping with excitement though there were elements i didnt fully understand i can appreciate the breathtaking art of filmmaking and i am anxious to give it another watchnote if watching at home i would recommend watching this film in two or three parts an intermission is helpfulnote 2 the dancing scene is an alltimernote 3 if there is ever an opportunity for me to see this in theaters i would jump on it in a second,neutral
832,we watched the oscar show last week and witnessed the performance of the song from rrr it was overwhelming and spectacular so we searched out rrr here at home and watched the entire movie last night what a thrilling experience i had never seen anything quite like this the movie has everything spectacle action music dancing and singing drama and the list goes on the three plus hours of its running time flew by and we finished it wanting more hollywood could learn alot about exciting film making from the indian film industry now a few questions why was this film not nominated for quite a number of oscars it should have been the indian entry in the international film category what about other oscar nominations for cinematograpy costuming music score film editing etc we have decided to search out more indian films available to us it must have been a wonderful experience to see rrr in a theatre on a large screen we highly recommend this fabulous exciting movie,neutral
833,this movie is one of the greatest movies ive seen in my life not knowing that indian movies would actually execute so well especially this one the action is the best part of this movie no scene in this movie cannot go untouched without action even though on some parts i never understood what they were saying the subtitles helped and i understood this movie some scenes were ridiculously funny and stupid but made me realize how good this movie is take notes hollywood as this movie tops the majority of your movies today,positive
834,if magadheera eega and the baahubali movies were a mere teaser of what s s rajamouli is capable of as a filmmaker rrr is the feature length definition of his ability to create cinema that transcends language and nativity barriers eventually delivering what many try but fail to deliver universal entertainment rrr is an intense action drama with all the makings of a perfect visual spectacle and experiencing it in 3d would only make it better ranging from the grand production values to resonant emotions to the outstanding action sequences rrr is epic in every sense of the word and truly ravishing refreshing and recommendablethe film might be around three hours long but it never actually feels like a long film in fact times flies by really quick while watching rrr an explosive cinematic blockbuster which has entertainment for all ages in spite of the ua rating the cinematography the visual effects and the fight and dance choreography are some of the key highlights of the film aside from the terrific performances by jr ntr ram charan and others ajay devgn and alia bhatt shine in their brief yet integral roles one more good thing is the songs never hinder the storytelling and instead make the experience more and more fun and then we have the fights and stunts which totally dominate the show and deliver a bang for the buck which is what any action buff could ask forplus director s s rajamouli has beautifully handled the depiction of his films two heroes giving them a balanced amount of focus so that the viewers can never call just one of them the main hero also the background music is gold and a major asset to the proceedings editing is razorsharp and the sets look grand rrr only reinstates the fact that s s rajamouli is the undisputed king of period action dramas in india and that other filmmakers have a lot to learn from him i would definitely recommend watching rrr and suggest you not to leave the seat until the very end otherwise you might miss some important parts this is what cinema exists for and you dont need to think too much before booking your tickets,positive
835,its brutal ridiculous actionpacked fun entertaining yet again brutal masculine it has all these qualities modern american movies cant possibly have anymore so no wonder this indian movie is doing so well in the westpeople needed itand i needed this my only real issue is that its 3 hours long but man its 3 hours packed with insane action superb music lots of tension and lots of raw testosterone its absolutely crazy how long its been since ive seen a movie like thisand its not just all that its generally flawlessly executed its perfect at what its trying to be great job india show those weaklings how its done remind them how fun and awesome movies can be,positive
836,rrr is one of the most critically acclaimed films of this year its been widely celebrated by both audiences and critics alike and is one of the most internationally successful tollywood films of all time my question is whyim not familiar at all with tollywoodbollywood movies this was the first one ive seen all the way through but prior to watching rrr i was familiar with all of the bollywood clichs and have seen numerous infamous clips on youtube theyre all very over the top with their presentation and acting theyre all very long and they all include several dancemusical numbers but i figured since this was the first tollywood movie to get this kind of recognition in the states that there was something different about this movie something that stood out and there really isntas i was watching rrr i thought to myself what if this was an american film and it featured the same story the same action scenes and the same length i would think that this movie would be absolutely leveled by critics and audiences for being too bloated too tonally inconsistent having bad cgi effects terrible pacing underdeveloped romantic subplots and onedimensional villains but i guess since this is a tollywood movie all of those notable flaws are just fine do they add to the charm of this film i dont know but im honestly lowkey baffled by the reception that rrr is gettingand im also baffled by how this tollywood film looks just like every other indian action film that has come out for the past several years seriously what makes this movie so special in comparison to other indian blockbustershere are a few positives i can give this film there is some nice direction and cinematography both of the lead actors have good chemistry some of the action scenes are fun some are also completely stupid and sometimes the score is good and sometimes its not and very random clearly indian blockbuster films are just not for me ill acknowledge that cinema is subjective so to the people who genuinely love this movie im happy for you but i still firmly stand by all of my criticisms for this movie and i still think its easily the most overrated film to come out this year by a lot,positive
837,rrr 2022,neutral
838,thats the best brief for the film i can think of ss rajamouli has been making massfriendly commercial films for a long time but bahubali brought him panindia popularity he became a household name and a brand so naturally anything he would do after bahubali was meant to look smaller or look comparatively less because the bar was set too high for any filmmaker and for himself too the same happened with prabhas when he came after bahubali with saaho and radhe shyam lets just accept the fact that a film like bahubali the conclusion 2017 cant be made again and again not just because it was a massive blockbuster but also because the kind of extraordinary commercial cinema it presents is almost impossible nowadays when i saw bahubali 2 i called it the greatest commercial entertainer of this millennium after gadar 2001 surprisingly these two films are the only ones in this century to sell 5 crore tickets in the hindi belt it was acceptable to see such heroic characters in bahubali because the film is set in an ancient period which makes it reasonable but with rrr it cant be held reasonable enough because the film is set in the 20th century where you expect some humanly possible stuff it doesnt matter how big fictionally your character is it has to make some sense when it comes to onscreen persona as we have had so many legendary personalities during this period who have served the nation till the last drop of their blood and it all came with human restrictions rrr looks problematic in that sense but if you talk about mass cinema then rrr is simply phenomenalrrr is a fictional tale set in the 1920s two indian revolutionaries rama raju ram charan and komaram bheem jr ntr try to fight the mighty british empire and nizam of hyderabad in their own ways which are interestingly opposite and unknown to each other bheem is after a little girl who has been abducted by british officer steve ray stevenson and his wife lady scott alison doody while rama is a british cop who tries to stop him two powerful heroes one fire and one water are pitted against each other and then you get to know about their agendas in the second half when the story unfolds the past eventsrrr presents ram charan and jr ntr in neverseenbefore avatars rajamouli makes sure that their crazy mass fan following gets enough content to have a big mass party in the cinema halls ram charan enters with a 5minute long action scene which does look a little too extraordinary for an ordinary mind but thats what mass cinema means right on the other hand jr ntr has got a crazy mass entry that has a class too that entire forest sequence will blow your mind a good happy warning to all tarak fans please keep your expectations high because bheem is going to exceed all of them the pair of rama and bheem work like a fireworks display during all those largescale action sequences talking about the supporting cast especially two hindi actors ajay devgn and alia bhatt both have small but important cameos ajay devgn does the speaking with his intense eyes again and in other news the sky is blue this man has some charisma of his own its only a matter of a genius filmmaker who can use it correctly alia bhatt as sita looks gorgeous in every single scene and her character plays a vital part in the narrative olivia morris sparkles the screen with her beauty and her accent is too cute alison doody is the exact opposite of that but thats what the villainous characters do both samuthirakani and shriya saran appear in small roles and both pass with good gradesrrrs basic script is as good as any telugu action drama mind you some call it mindless but the screenplay doesnt match that certain level you are expecting the second half may bore you with outdated melodrama and may cause a little irritation too all those flaws will be forgiven when you witness the bigscreen extravaganza in 3d the action sequences of rrr have set the benchmark for all the filmmakers in india rajamouli outperforms himself from wherever he has done bahubali that film still had battlefield references to help a bit but rrr despite being driven by two characters provides a better visual spectacle than bahubali thats not a small thing mind you the music of rrr is going to create some hysteria in theatres if you dont feel like dancing while naacho naacho id say please consult a doctor you are not normal dosti has got nice tunes for a situational song and komuram bheemudo will take you all by surprise im not sure if you can hear raamam raaghavam clearly because there will be a lot of noise including big screams and whistles going around at the time but youll ask for a repeat viewing after reaching homeits been more than two years since we havent had a big panindia event film and ss rajamouli brings back that much needed bigscreen experience for us undoubtedly the best director in india when it comes to commercial cinema the name is ss rajamouli his extraordinary vision of looking at ordinary things is what makes him better than other filmmakers in india bahubali was an ordinary script but its rajamouli who made it an extraordinary film no matter how many resemblances you find between it and the lion king or its original source material shakespeares hamlet its a story every indian can relate to thats the same case with rrr despite some flaws in the writing but thats where rajamoulis genius mind works overtime he presents the highoctane mass hysteria that is sure to make the masses go crazy the hardcore patriotism will please a certain section too whether it be the introduction scenes of the two lead actors or that train bridge action scene or that preinterval rampage or even that mindboggling climax in the forest ss rajamouli has outdone himself he has reached a level that other commercial directors in indian cinema can never reach or even dream about give this man a weak script and he will still make a strong mass entertainer out of it thats what he has done with rrr every single viewer is going to hail him for his superlative vision of how to look at period action dramas every filmmaker who wants to make a great mass film should learn from him as a whole rrr packs a solid punch of outandout commercial entertainer that we have been missing since the bahubali juggernaut just dont mind the below average writing and you are going to love itrating 610,positive
839,rrr is an entertaining movie and is not a boring watch by any means rajamouli brings his usual grandeur to the movie and it is a spectacle however the storyline is super weak jr ntrs connection with the kidnapped girl is never established in the movie as a strong motive to bring down the empire rams motive to kill and flay dozens of countrymen to fight against the british to get a stash of guns also is super bizzare lots of sequences in the movie also doesnt make sense like jr ntr spending months in the jungle to catch wild animals transport them to the city feed them for months and then unleash them on the british army please that was so funny then the main characters miraculously recovering from grave bodily blows in seconds and then doing full costume changes in a flicker i mean cmon rajamouli bahubali was epic cos it had a strong story to support the visuals here the visuals are mediocre story is piss poor and some of the scenes are cringe the actors have done well though good chemistry and required machismo especially ram charan hopefully we get such fundsresources to directors who can back up the visuals with an effective story,positive
840,watched it in 3d some scenes are like over the top and illogical you dont expect this from rajamaulis movie there were some boring scenes as well story is not so trong vfx is good some section scenes are also good overall after bahubali and bahubali 2 rajamauli disappointed me,positive
841,there is no doubt that i am out of touch with most of the other reviewers here as well as critics as indicated by my falling asleep after the first hour there is no questioning this films technical achievements which are many the cgi could not be improved on as there is not a thing that does not look real in an action packed somewhat monotonous three plus hour film this begins with a girl in india being kidnapped by a british governor due to the wishes of his horrid wife and because of that hundreds if not thousands die throw all logic out the window with this one everything in this film is overthetop the action the story the characters the violence even the music it is beautiful to look at no doubt but it is so ridiculously illogical it is sometimes just silly though there are sequences that are pretty amazing to watch but turn off your brain before viewing the actors put a lot into this especially the two leads but their performances are just as larger than life as their characters are cecille b demille would be envious,neutral
842,i have seen a lot of movies in my time made in a lot of different styles from different genres from all around the world ive seen everything from the most mainstream movie imaginable to the most experimental i cant even remember the last time i came away from a movie thinking that id never seen anything like it but thats how i felt after rrrthis movie is so much its muchness may be a turn off to some and almost was for me my wife and i nearly bailed at the 20 minute mark because the film is so over the top and ridiculous but we got hooked and then i was totally in for the ride to the point where i was disappointed that this 3hour behemoth was endingdo you like to see musclebound slickedup men fighting tigers check how about public floggings that turn into musical numbers got it evil british people so extremely evil that england should sue the filmmakers for defamation sure how about evil british people being mauled by rampaging jungle animals you betcha beheadings yep romance of course homoeroticism so intense just watching this movie may turn you gay hooboy lets just say that anything not already in this movie isnt worth having anywaywatch rrr and then make sure whatever the first movie is that you watch after it is one you dont care too much about because it will most certainly feel like the palest imitation of a movie you have ever seen seriously this movie is so deliriously bonkers and so unafraid to be absolutely absurd that its almost impossible to watch pretty much any other movie now and not be disappointed by it for not being this one thanks a lot rrrgrade a,neutral
843,i bet youd never think the mashup the heavyhanded rambo with the mystical stunning elegance of crouching tiger would work especially while mixing in several musical numbers those who think that would be wrong this movie was over the top in every way but it was pure awesomeness even with a 3hour runtime i was engrossed it was a great story with thorough character development a young native girl is effectively purchased by the mean british government who is controlling the people of malli presumably in india this small tribe from which she belongs has a talented fighter who will stop at absolutely nothing to get her back but the british government also has an indian soldier who is equally as skilled both of which dwarf all other soldiers as youll see in the spectacular opening scene as the two skilled fighters clash will they come together for their heritage roots or will the duty of the one hold true to the army he works for this movie blew me away ive never seen special effects quite like this before there were a plethora of frames that could be used for sweet posters this movie was produced with smart editing cinematography and choreography this is a modern must see,positive
844,i have to try and review this without comparing it to anything directly because its not really comparable to other action blockbusters that have disappointed me recently but i can say that for largescale bigbudget action movies this is how you do it right hollywood isnt incapable of making movies that deliver excitement and emotion but many pale in comparison to rrr again without pointing out any movies in particular because i dont know whats directly comparable hollywood should take notesrrr has many familiar tropes and beats that you get out of historical epicsaction movies but it uses those tropes well things weve seen onscreen dozens of times before can still be exciting and entertaining if theyre used properly and rrr is a testament to thatthe amazing action is probably what stands out the most but at its core this film also has a really good story with heroes you want to see win and villains you want to see defeated theres some extra conflict between the two main heroes for much of the movie but ultimately its a good vs evil story thats pretty straightforward and honest about that and thanks to the great characters and strong performances that ends up being enoughtheres very little by way of slow scenes or dead air and another reason the three hour runtime flies by is because the action is so good i complain about lacklustre action in modern action movies a lot and so i was really happy to find that rrr does its action so well amazing stunts great setups for the big set piece scenes a level of brutality that makes you feel the impact of the combat but not too much that it feels gratuitous and a way of making things overthetop in the best way possible so not to the point where it feels like there are no rules or consequences for the good guys the two main heroes in this are almost superheroes which arguably makes rrr the best superhero film in yearsexcellent stuff a couple of lesser performances from minor characters and some occasionally clunky english dialogue from the british characters is all i could criticise it for and theyre nitpicks this is a great action movie and an epic that more than warrants its three hour runtime,positive
845,this was an incredible film i never heard of this film until netflix brought it up i saw clips of the movie and decided it looked pretty good and watched it i am glad i did the dancing scene at the party was incredible arguably the scene was the best scene in the film but also the first scene where ram charan takes on a mob of people was pretty awesome to watch as well overall this is definitely one of the best films of the year combining action comedy romance dancing and great storytelling,positive
846,there is officially zero reason to watch gray man this is the only notsosemisubtle homoerotic netflix action epic we need a tightrope walk between complete silliness beautiful sincerity it has entertainment value dripping from every colorful pore insane action enveloping dialogue sprawling yet intimate storytelling elaborate dancing yep admittedly the unfamiliarity of the tone may be a bit much for those prepared but its hard to deny the bravura moviemaking daring you to not to have fun,neutral
847,when i pushed play i did not really believe that i would ever watch the whole movie i just wanted to take a look and bail on itwell i was so wrong this movie is a freaken masterpiece combines some extraordinary drama stunning stunts and action great photography and absolutely beautiful music given that this is a bollywood movie you know that you are going to watch some pretty ridiculous action scenes an overall cheesy direction and dialogues and that the acting wont exactly be oscar worthy but none of it made me not enjoy this movie the time passed by very easily and i ended up having a really great timethe eye candy that is ram charan made this movie even more watch worthy in particular that is one ridiculously handsome man i have to say p,positive
848,so long story short word of mouth happened and more and more people including myself heard about this movie and here we areits about friendship and honor and wants and well everything star wars prequels should have been its everything marvel should have beenthis movie is about 2 men super human some suspension of belief needs to be had view it as a super hero movie and it deliversplot its about 2 men a hero and the anti hero one has duty one has familyits an action movie think what avengers civil war batman vs superman should have been in modern american movies the overuse of cgi makes the movies look cheap rrr has cgi and some places it does look a little cheap but for a modern big budget film it deliversi have to give it between a 9 and 10 my expectations were low but the amazing actions scenes were filmed very well the acting and just the over the top hero moments were well donehighly recommended and a must see,neutral
849,dont ask me for a plot because i didnt have a clue what was happening all i know is that i absolutely loved what i just watchedill admit i was captivated the other day when i watched jai bhim so i decided id opt for another indian movie rrr was suggested wow all i can say is wowthis is one of the most spectacularly outrageous films i think ive ever seen i loved it as wild and over the top as you can imagine all id say is please stick with it i know its a long film but its just so incredibly entertaining im not sure anyones going to convince me that anything here is based on real life events but boy does it hold your attentionthis film is violent dramatic shocking when funny you honestly dont know what on earth is going to come nextthe visuals are quite sensational it is one of the most visually decadent things i have ever seen the tiger and wolf scene that was mind blowing talk about getting the pulse racingwow those evil english people even if they did have accents that were closer to kentucky than kent are really evil they even make the british villains on murder she wrote seem subtleoutrageous 910,neutral
850,it strikes me that in recent times not many films coming out of traditional western studios can lay claim to being spectacular and yet whenever i venture to the studios of india and its array of languages innovations and stories the riches to be gorged upon are seldom short of extensive and quite often spectacular this is one such film a jaw dropping piece of good old patriotic prowess that rips through three hours and leaves you desperate for three more read the reviews of others if you want to know the story but take it from me if overwhelming entertainment and spectacle in the grandest of ways is what sets you on fire this is for you on a par with anything you may have come across in the past and sure to be replayed many times over once it gets its hooks into you which it surely will irresistible,positive
851,the last time director ss rajamouli managed to wow the audience was in 2017 with the film baahubali the conclusion it took him 5 long years for him to conceptualise his next film rrr shoot and bring it to the silver screen pulling off a multistarrer with jr ntr and ram charan in the lead roles might seem an accomplishment in itself but rajamouli manages to deliver even when it comes to the storyrrr is set in the 1920s and revolves around the lives of two revolutionaries alluri seetharama raju who waged an armed campaign against the british and komaram bheem a tribal from the gond tribe who fought against atrocities heaped on his people there is no historical evidence to show that the two ever met or fought together but rajamouli reimagines history and weaves a story around their meetingrrr runs on a relatively simple premise theres fire an angry young police officer ramaraju ram charan who is both revered and feared by the british he has done their every bidding for years he is the one they sic on anyone they want to capture and yet he is the one whos never given enough respect due to the colour of his skin then theres water sweet simple innocent bheem jr ntr who has brute strength but uses it only when it serves his purpose hes a gond tribal who has come to the city to rescue a young girl called malli who was taken away by lady scott alison doody to be the singing doll on her mantelpiece but that is just the beginning of the talerajamoulis new calling cards seem to be building new world because despite being based on two revolutionaries from history rrr has a story thats completely fictional delhi of the 1920s becomes his new canvas bheem might have fought against the nizams so much so that one of them finds it imperative to warn the british that hes not to be taken lightly but he also finds shelter with muslims in delhi ramaraju might seem like a welltrained soldier who will follow instructions blindly but he also seems to have a past no one but his uncle samuthirakani knows about scott ray stevenson might believe brown rubbish deserve even a bullet to be wasted on them but jennifer olivia morris seems more empathetic this is not the freedom movement where you turn the other cheek this is the one where you use your hands as weaponsthe first half of rrr runs like clockwork theres the emotional core in malli theres the song and dance with naatu naatu itll make you smile and a friendship explored through dosti theres even a few laughs whenever bheem tries to befriend jennifer cinematic liberties are taken but they dont seem as noticable as in the later portions half where the film falters a bit the way ramarajus fianc sita alia bhatt is woven into the narrative apart from ram charans transformation to another look also seem forced in a tale that was smooth sailing after the way bheem is set up effortlessly despite nothing much being told the way ramarajus story unfolds seems strained the climax leaves more to be desired the good thing however is that the film manages to surprise you rajamouli also manages to use certain tropes set up in the initial portions of the film in the latter portions cleverlynonetheless rajamouli manages to pull off something people have been pining for a commercial action drama that will keep you thoroughly entertained which it does the length also doesnt prove to be a hindrance thanks to a tight screenplay the vfx in certain portions couldve been better jr ntr pulls off his careers best performance hes charming as bheem especially in the emotional bits and his desperation to find malli comes through well so does his love for ramaraju ram charan also does well pouring soul into the transformations his character goes through tarak and charans roles require them to have chemistry which they do alia bhatt olivia morris samuthirakani ajay devgn shriya saran and others play their parts well olivia in particular manages to win your heart alison and ray breeze through their roles keeravanis ost for the film might not be for everyone but he does well with the bgm senthils camerawork is a delight toorrr is made for a big screen viewing the cinematography and visual aesthetics paint every frame in a radiating manner oodles of flamboyance is something one has come to expect from rajamouli now the background score thuds with relentless urgency and repetition unapologetically melodramatic and quite smitten with itself it numbs us into submission but postinterval as the pace falters a little the pleasures dwindle toorrr is perfection by any means because after the way rajamouli pulls off certain scenes you wonder if he couldve done a better job in others but watch this one this weekend if youve been longing for a good action packed drama especially so if youre a fan of the lead duo,positive
852,total militaristic propaganda on a scale that is as immense in scope as a david lean and as bloody and brutalist as mel gibson its certainly nowhere near as subtle as the former well duh kids but it also manages to be rapturously stupid its gruesome violence than anything the latter would do my wife with me also pointed out zack snyder but far superior visa vi heres a man with something to say and its loud and slow mo and i concur up to a point and if you dont like british people boys and girls have i got a smorgasbord of f the brits for you its alright theres the one good lady onebut what experiencing all 187 minutes of rrr truly is and final peppy and totally dissonant music number included that is the run time is going to the all you can eat buffet where you are not going to leave for like 10 hours its a somber and powerful war movie a gritty run they the jungle slaughter fest a cornball treatise on friendship a at times very literally fiery call to arms against the british or any colonial power a sliver of romance for good measure for bheem and for five to ten minutes a deliriously exciting step up danceoff movie its exhausting and crude and at times laughable all those cgi animals oh my and i had an absolute blast you know what youre in for when our two heroes first meet under the bridge surrounded by fire if youre not with it by then leave and dont come backi know this is not historically accurate lol but who needs accuracy when the exploitationmeter needs breaks through the glass and becomes a superhero bent on saving everyone with all the guns this is gloriously crazy but its totally sincere oh and ray stevenson performance of his career if only aamir khan was here 5 stars easy,positive
853,rated 1010,neutral
857,whole theatre goes mad on this one the interval block action sequence is real jaw dropping one even though we can guess this one but cant guess the scalesecond half starts with bit slow flashback but it picks up to the peak immediately second half has more sentiments and more screen space for rc rc outshines ntr in lot of places all the action blocks are gravity defying but enjoyable after credit janta song has cameo from rajamouli when the movie ends it was like completing the festival celebrationexceeding expectations in all aspects,neutral
858,im not a native telugu speaking audience so the first time i was exposed to ss rajamouli was when i saw eega that movie also i watched because i heard that ajay devgan was dubbing for the film from that day to this day you can say im a fanboyrrr bleeds ss rajamouli in every frame from the action to dance to the most mundain dilogue it has what i call rajamouli pitch to the film the filmis three hours long but it never feel like itthe editing and cinematography is awesome the only bad thing about the film is the songs are not as good as his favourite filmsthe film is casted perfectly ram charan has played his most wonderful character ntr has restraint yet powerful presence to the film alia bhatt is graceful all the foreign actors are well casted special mention to the olivia moris ajay devgan is awesome even in a limited screen presence i would be tempted to say he outperormed both the heros of the filmthe best thing about the film though is the action choreography and it was expected to be good but that have surpassed my expectations same goes with visual effectsthe action set peieces were meticulously planned and perfectly excutedthe film will leave you with a wow and it will touch your heart one way or anotherone of the most wonderful films i have seen in past few years,positive
859,rrrs strengths are easily worth suspending a little disbelief though no more than the average blockbuster and accepting the style of acting if you can get past that and if the violence isnt too much for you youre in for a treatthere is so much more heart in this movie than anything ive seen for a long while its nice to see a movie employ slow motion to convey emotion rather than try to magnify action but more than the great camera work and fantastic music this movie sounds tremendous rrr knows how to setup a story from the very beginning screentime is being used to setup payoffs lateri can see the violence being an issue for some though rrr is not nearly as gory as many films but it can feel brutal at timesenough that i cant really call this a family filmone of the best films ive seen excellent,positive
860,the action scenes were just as badass its so hilariously ridiculous and stupid that i loved it its basically a superhero movie the two actors were also the important part that made these scenes entertaining the story itself was not bad even though it dragged so much during the middle part,negative
861,this might be uncultured but i usually struggle to watch films with are subtitled or dubbed this film completely broke that precedent as i loved every minute of it the characters the action the dancing the emotion everything was larger than life wellexecuted and mesmerizingthere were elements in this movie that i have never seen before and left me with my jaw on the floor the film is three hours long but every scene was necessary and added to the emotional depth of the story the highlight of this film is the incredible chemistry and relationship between the two leads the instant rapport and harmony between ram and bheem is inspiring which makes some of the later moments so poignantas a whole rrr is overthetop and big but also subtle and real in one moment i would be grinning ear to ear in the next i was crying and in the next i was gasping with excitement though there were elements i didnt fully understand i can appreciate the breathtaking art of filmmaking and i am anxious to give it another watchnote if watching at home i would recommend watching this film in two or three parts an intermission is helpfulnote 2 the dancing scene is an alltimernote 3 if there is ever an opportunity for me to see this in theaters i would jump on it in a second,neutral
862,we watched the oscar show last week and witnessed the performance of the song from rrr it was overwhelming and spectacular so we searched out rrr here at home and watched the entire movie last night what a thrilling experience i had never seen anything quite like this the movie has everything spectacle action music dancing and singing drama and the list goes on the three plus hours of its running time flew by and we finished it wanting more hollywood could learn alot about exciting film making from the indian film industry now a few questions why was this film not nominated for quite a number of oscars it should have been the indian entry in the international film category what about other oscar nominations for cinematograpy costuming music score film editing etc we have decided to search out more indian films available to us it must have been a wonderful experience to see rrr in a theatre on a large screen we highly recommend this fabulous exciting movie,neutral
863,this movie is one of the greatest movies ive seen in my life not knowing that indian movies would actually execute so well especially this one the action is the best part of this movie no scene in this movie cannot go untouched without action even though on some parts i never understood what they were saying the subtitles helped and i understood this movie some scenes were ridiculously funny and stupid but made me realize how good this movie is take notes hollywood as this movie tops the majority of your movies today,positive
864,if magadheera eega and the baahubali movies were a mere teaser of what s s rajamouli is capable of as a filmmaker rrr is the feature length definition of his ability to create cinema that transcends language and nativity barriers eventually delivering what many try but fail to deliver universal entertainment rrr is an intense action drama with all the makings of a perfect visual spectacle and experiencing it in 3d would only make it better ranging from the grand production values to resonant emotions to the outstanding action sequences rrr is epic in every sense of the word and truly ravishing refreshing and recommendablethe film might be around three hours long but it never actually feels like a long film in fact times flies by really quick while watching rrr an explosive cinematic blockbuster which has entertainment for all ages in spite of the ua rating the cinematography the visual effects and the fight and dance choreography are some of the key highlights of the film aside from the terrific performances by jr ntr ram charan and others ajay devgn and alia bhatt shine in their brief yet integral roles one more good thing is the songs never hinder the storytelling and instead make the experience more and more fun and then we have the fights and stunts which totally dominate the show and deliver a bang for the buck which is what any action buff could ask forplus director s s rajamouli has beautifully handled the depiction of his films two heroes giving them a balanced amount of focus so that the viewers can never call just one of them the main hero also the background music is gold and a major asset to the proceedings editing is razorsharp and the sets look grand rrr only reinstates the fact that s s rajamouli is the undisputed king of period action dramas in india and that other filmmakers have a lot to learn from him i would definitely recommend watching rrr and suggest you not to leave the seat until the very end otherwise you might miss some important parts this is what cinema exists for and you dont need to think too much before booking your tickets,positive
865,its brutal ridiculous actionpacked fun entertaining yet again brutal masculine it has all these qualities modern american movies cant possibly have anymore so no wonder this indian movie is doing so well in the westpeople needed itand i needed this my only real issue is that its 3 hours long but man its 3 hours packed with insane action superb music lots of tension and lots of raw testosterone its absolutely crazy how long its been since ive seen a movie like thisand its not just all that its generally flawlessly executed its perfect at what its trying to be great job india show those weaklings how its done remind them how fun and awesome movies can be,positive
866,rrr is one of the most critically acclaimed films of this year its been widely celebrated by both audiences and critics alike and is one of the most internationally successful tollywood films of all time my question is whyim not familiar at all with tollywoodbollywood movies this was the first one ive seen all the way through but prior to watching rrr i was familiar with all of the bollywood clichs and have seen numerous infamous clips on youtube theyre all very over the top with their presentation and acting theyre all very long and they all include several dancemusical numbers but i figured since this was the first tollywood movie to get this kind of recognition in the states that there was something different about this movie something that stood out and there really isntas i was watching rrr i thought to myself what if this was an american film and it featured the same story the same action scenes and the same length i would think that this movie would be absolutely leveled by critics and audiences for being too bloated too tonally inconsistent having bad cgi effects terrible pacing underdeveloped romantic subplots and onedimensional villains but i guess since this is a tollywood movie all of those notable flaws are just fine do they add to the charm of this film i dont know but im honestly lowkey baffled by the reception that rrr is gettingand im also baffled by how this tollywood film looks just like every other indian action film that has come out for the past several years seriously what makes this movie so special in comparison to other indian blockbustershere are a few positives i can give this film there is some nice direction and cinematography both of the lead actors have good chemistry some of the action scenes are fun some are also completely stupid and sometimes the score is good and sometimes its not and very random clearly indian blockbuster films are just not for me ill acknowledge that cinema is subjective so to the people who genuinely love this movie im happy for you but i still firmly stand by all of my criticisms for this movie and i still think its easily the most overrated film to come out this year by a lot,positive
